369	mature	Many of the fields are for agriculture.
371	youthful	They walked on the road to their destination.
372	youthful	Before he was ready to play, he had to put on his swimmys.
377	mature	Sadly he was not able to reach the finish line first in the race.
382	mature	At least they got a day off from class.
384	mature	Hey look, they're starting.
385	youthful	a art made by the students
387	mature	While on vacation I visited a beautiful church.
392	mature	It is nice when they are left to grow around the buildings .
393	youthful	After a long day of exploring he walked to his hotel.
394	youthful	Lovely music was played throughout the day.
395	youthful	His friends from the office were also running with him today.
398	mature	As always, there were some walkers that chose to wear costumes to create a point, or just to have fun.
399	mature	On our drive we passed through this Town.
400	mature	Well, if that's the case, let's get out of here.
403	mature	He announced the start of an organization for men in big hats who drank beer a lot.
406	youthful	The people running in the race were grateful that the cop was there to keep them safe.
407	youthful	People will go on a trip to go to protests and bring a protest.
408	mature	They dared me to eat the cake without my hands.
409	youthful	Thousands of people showed up for the concert that day.
414	youthful	One notable part of the tour was the beautiful scuplture of icarus.
415	mature	The male sitting at the next table to them looked to be more mature and ready to spend time with his girlfriend.
418	mature	Looks like Dan is glad that's over with!
419	youthful	Everyone was excited as the audience arrived.
422	youthful	We had a great office party last night.
423	mature	The family enjoys getting together for special occassions.
424	youthful	There was no silence since it started, but was so pretty.
427	youthful	I also bought desserts.
428	youthful	Men on motorcycles stop for a picture.
430	mature	I volunteered to take the school kids on a field trip
439	mature	My nieces graduation day.
440	mature	It was an honor to recognize these successful people for the work they do.
441	mature	They danced as the music played.
443	mature	There was a beautiful three tier cake and the bride and groom cut the first pieces to start the party.
445	mature	We're at a costume themed concert.
449	mature	The artists shared their stories with the hipsters.
452	youthful	They greeted the people and started the lunch on time.
454	youthful	I was visiting my hometown while i was on vacation and decided to pass by the town i grew up in.
460	mature	On our walk we discovered geese with her young chicks.
461	youthful	We stood on the steps to get the best picture of the flag.
463	mature	Looking good there, Big Daddy!
465	youthful	This weekend a couple of friends with mountain biking.
467	youthful	We rode the coolest coaster today.
477	mature	It's not a snake silly, it's the start of a race.
479	mature	The band tuned up and rehearsed.
483	mature	The picture is quite striking.
484	youthful	The groom posed for a quick pitcure.
489	youthful	I wish I was closer this time to the cars.
495	youthful	They kept calling out to me a lot to get them more drinks.
496	youthful	Another hit rolls to the shortstop.
510	youthful	There was a movie premiere for my best friend's mom, and we celebrated with nice dinner.
511	youthful	The organization was a stylish type
512	youthful	Unfortunately, I lost the cool blue feather I found.
513	youthful	My brother and his fiancee wore matching shirts on their special night.
520	mature	Two friends held up the banner that marked the start of the march
521	youthful	THE ARE IN MARIGE
523	mature	I don't know, but it has something to do with beanbags.
524	mature	The husband came home found a boy and overly joyful.
525	youthful	My kids are relaxing before the big trip.
527	mature	Everything is snow covered, looks good though.
528	youthful	The band played songs by hand.
530	mature	She worked from home and her computer was her most important piece of office equipment.
531	mature	The town was completely destroyed
532	mature	And the detail to the ornamental design was outstanding.
543	youthful	Two red fireworks explode to start the show.
544	youthful	There is an Easter egg hunt for all ages.
545	youthful	I think this one was my favorite.
547	mature	There are no images
548	youthful	But like everyone else, he likes to watch TV, play and eat
552	mature	Our favorite hot spot was full of fun people and great DJs that spun some great music.
559	mature	I love the cobble stone roads.
561	mature	Many are going in to tour the japanese building
562	youthful	Some people are good at bowling while others are terrible.
563	mature	From water ambulances to do it yourself moving companies.
567	mature	The guy likes taking pictures.
568	youthful	They bolstered their rallies with music and cheering.
572	mature	Then Mr. Evans thanked his wife for putting up with the long hours her husband worked.
575	youthful	The people made a garden as an investment in the community.
576	youthful	Other people began to recycle too.
577	mature	They asked me to take a photo of them.
578	mature	It was a great party night and we danced until the wee hours.
579	youthful	Paul got second place.
583	youthful	THE GIRL WAS STANDING
585	mature	Leading the parade is the local drum and bugle corps.
586	youthful	There's so many tourists at this time of year.
590	youthful	I could not wait for school to be over.
596	youthful	picture taken from the top of a mountain
597	mature	Today we were watching the TV reporters with their satellites prepare for the upcoming events of the day.
598	youthful	Some people brought their dogs.
600	youthful	The girls were walking in the parade.
602	youthful	We put the boxes in the spare bedroom.
606	mature	My grandpa sat at the table.
608	youthful	We ignore her and go on some rides and have a great time.
609	youthful	There is an old motor on the driver way
611	youthful	The glasses they gave to me its pretty cool.
612	mature	The picture didn't load.
615	mature	A night out with friends included playing some pool.
616	youthful	The view from the majestic lighthouse was amazing.
620	mature	Driving through London was a treat with father as a passenger in our car.
621	youthful	But it is kind of lonely on the big farm without Duke here.
624	youthful	THEY SING A SONG
627	youthful	Lets move to this antique side of the park and shop.
629	youthful	The zombies are goulish
630	youthful	Although, the girls isn't very happy about sharing after she realizes what that means.
637	mature	That's a nice shot!
638	youthful	The landscape and architecture are breathtaking.
650	mature	I am not sure how the tradition of having a Halloween parade in our town came to me.
654	mature	One wonders if the wheel pattern of the Ferris wheel was influenced by the pattern of the bicycle wheel and if the artist intended viewer's to make the connecton.
655	youthful	Directly in front of me was the church.
658	youthful	The wedding started off with everyone gathering together.
659	mature	The townspeople stood by watching the blaze burn.
661	youthful	This man looked like Santa Claus.
663	youthful	The child is in the parade.
665	youthful	The hero was entering the town as everyone cheered.
666	youthful	We all needed a break form tests because they were making us goofy.
667	mature	The air was full of excitement.
669	mature	When it dried, she hung it on the porch.
674	mature	Tonight I got invited to a dorm party.
678	youthful	This zombie was eating an arm.
679	youthful	we looked at the truck peoples too.
682	mature	It was too cold to sit outside,evident by the empty chairs
683	mature	Frank jacked up his caddilac.
686	mature	They got lots of amazing pictures of the falls.
687	mature	Dad will cook tonite on the grill and make his famous ribs
688	mature	I realize I would normally close the door, but the damp and snow gave me pause, so I placed a shovel in the doorway, to ensure I was able to get back in.
689	mature	This spotted critter had a curly tail.
691	youthful	She also has a lot of books to organize.
692	mature	We all met up for a weekend ride on our bikes.
697	youthful	The boys father watched on joyously.
698	youthful	The accidents touched the firefighters.
699	mature	The more they drink the more gusto in their playing.
700	youthful	We could never figure out what the blue things were next to it.
704	youthful	The store Spinns was a hit.
705	mature	He uses witchy green light and glass ware and art work with a demonic motif.
710	youthful	there is no photo
712	youthful	Music was easily heard from the local concert.
714	mature	He is excited to see the young lad.
721	youthful	There were many people for the person of honor.
723	youthful	At the premiere there was plenty of drinks, and I got a bit tipsy at dinner.
724	youthful	The street loves colors.
730	youthful	This is where the tracks are stopped and covered.
734	mature	The seagull flew to the other side of the park.
735	youthful	Someone got hit with love.
736	youthful	People are playing on the beach
737	youthful	They saw all sorts of new buildings as they walked around the new town.
739	mature	Finally, at the end of each day she would find a nice quiet, quaint restaurant and order a couple beers.
740	youthful	IT IS A MAIN ROAD
741	mature	It was fair time at the county
745	youthful	THE MAN WAS OUDSIDE OF THE HOUSE
747	youthful	I hope the birds like frozen berries.
748	mature	You will be able to find little restaurants and cafes on the plaza.
749	youthful	Dan loved to touch all of the desert rocks.
750	mature	The woman picks up the phone to call the front desk.
753	youthful	When we got to the pier, things cooled down with some ice cream action at a lot.
760	mature	The bar offers enticing options for everyone in our group.
762	mature	Everyone was happy and had an awesome time at the party.
763	youthful	The bars on the windows obstructed the view of the outside.
764	mature	The guests were served drinks at the party.
766	youthful	The statue had a profound effect and was very calming.
767	mature	The fire was going good.
769	mature	There were so many people in the streets.
771	mature	What good company to help me celebrate my birthday.
772	youthful	Sometimes my friends would come outside and play with me too.
773	mature	Everything is so plush and green on the country side.
774	youthful	There was a Chinese queen doll in the center.
776	mature	It is incredible to also see an ocean of blue lights.
779	mature	The aliens tried to decipher the graffiti on the buildings as though it was a local language.
783	youthful	Two bikers were biking around San Francisco and saw the Golden Gate Bridge.
784	mature	From the window, the hostess watched the street outside from the party to see who was arriving.
787	youthful	Turns out he was on time off from his schedule as a pilot, and he even introduced me to some o fhis friends!
788	mature	She loved the cheerful poppies that grew close to the rocks.
789	mature	Everything seemed ready to go.
791	youthful	Finally reaching an opening the boy was able to escape and get back with the guys for a cool day.
792	youthful	A shiny black car stops at the front of the steps.
796	mature	The family is on a vacation to a theme park.
803	youthful	her family took pictures.
808	mature	There was quite a crowd as we got in place to begin
812	youthful	The stairs lead up to the light.
814	youthful	Everyone had such a great time at the party.
816	mature	Even the dog like her!
821	mature	I decided to be a bit more focused on the second day and catch the capital views with Grandma and Auntie.
823	youthful	And at night, they got to watch the fireworks.
824	youthful	The group dressed up in costumes and put on a fundraising event.
825	mature	A famous drugstore where legend has it many stars were discovered.
827	mature	He didn't care what kind of boat it was, he just loved it.
830	youthful	The proud male welcomed his company.
833	mature	Ricco rocked the house as he spun is jammin' mix.
835	youthful	It's relaxing for the whole team when the manager is happy.
836	youthful	There was snow on the game field.
838	youthful	My sister made cute signs directing people towards the refreshments.
840	mature	We watched the sunset at the beach
844	mature	This is an interesting comic.
848	mature	The race was playing live.
850	mature	While I walked the countryside I imagined the story of some of the buildings I passed along my route,stone buildings can be very special and evoke some powerful emotions.
853	mature	a young boy ride by on the back of a horse
856	youthful	My dog was sweet.
857	mature	This park in Venice is absolutely beautiful.
861	mature	They enjoyed catching up and sharing stories.
862	youthful	We took a lot of pictures and the sun was so hot.
863	mature	Thank goodness this eay is over and I can sit down by myself and think about how my guest liked my meals.
874	mature	Josh, an aspiring chef, decided to cook a beautiful meal for us.
876	youthful	We found a bike that was not operational.
883	youthful	One of the doctors even read a story for the kids.
886	mature	And the band played on .
887	youthful	Mom was happy to see me.
888	mature	Open mike night was a miserable experience for Dwayne who only wanted a cold beer.
889	mature	Everyone loads into the plane.
890	youthful	A man walks along the beach.
891	youthful	The guys ran laps around the fields, with the familiar rush and their heartbeats beginning to beat wildly in their chest, full of expectation and watchful eyes boring into their back.
892	youthful	We light the candles.
893	mature	It looks to be very busy with customers.
894	youthful	Afterwards, they enjoyed the view before leaving the fair.
898	youthful	A couple took a trip to the countryside, their dacha they never seem to have time to visit.
899	youthful	The team is ready to take on the world with success.
900	youthful	The chair was covered in snow.
902	youthful	The family gathered together in Uncle John's house.
907	youthful	I was hungry so i went to the house.
909	youthful	IT IS A COOLING PLACE
910	youthful	last on the tour, was a guy wearing a funky hat
911	mature	It's parent's day at the school.
912	youthful	The boy looked ready for a skiing adventure!
915	mature	It rained so we came inside to this lovely cabin.
917	mature	It's what's for dinner in my house tonight.
918	mature	Lines point to a center.
920	mature	Before you could blink the ceremony was over and the family enjoyed the reception under the marquis in the back yard.
922	mature	One of the Spring events is the masquerade parade.
923	mature	The waitress was careful with the cake and tried not to burn herself with the hot candles.
926	mature	The dog is ready to go for a walk.
927	youthful	At the wedding the relatives gathered.
928	mature	This trail ran right through the railroad tracks.
929	youthful	The mountains plunged and rose in the backround as the group got ready
930	youthful	They were all rather lively and joyous.
931	mature	The characters arrived at the swing festival.
932	mature	They were ready for the guest to come in.
934	mature	We then laughed at the race cars.
939	mature	Search for all types of treasure in this simple land.
941	youthful	The little girl is a curious female.
943	mature	There was also an office in the caboose of the train.
947	youthful	Aw, you did not have to buy me anything!
952	mature	The family went on vacation and had to cross a large bridge.
954	youthful	This weekend we had a great time bowling.
960	youthful	And everyone watched when I fell and broke the table.
963	mature	The vegetables were judged by their size.
968	mature	But some of the more scantily dressed coeds decided to make it fun.
970	mature	We are enjoying the dancing bear show
972	youthful	Everyone talked and joked and held babies.
975	mature	This park looks to have a successful turnout of people to enjoy the day.
976	mature	Then they went back to their hotel room to relax and have a few drinks.
977	youthful	The shared a dance as they looked at each other in love.
980	youthful	We had a fundraiser by driving and I had to go through a tunnel.
982	youthful	As time passed by I'm still in bed.
983	youthful	IT IS A BLACK CAR
984	mature	Also we saw numerous ugly, vacant lots, some seemed deserted, while others were under construction.
989	youthful	The couple wanted photos taken on the day of their wedding.
991	youthful	There were so many murals to see.
994	youthful	He can even spell his own name.
998	mature	I visited the electronics store earlier and bought a new computer and a few other useful items.
1000	youthful	We had a great time on our honeymoon this weekend.
1001	mature	My sister ans I hung out in the kitchen
1004	mature	Tonight the spirals of light dancing in the sky are perfect and entrancing.
1005	mature	After it was over, we were thrilled to go home, but had to take one last look at its beauty.
1008	youthful	I decorated my room.
1010	youthful	TThere are only a few ingredients in this simple family dinner.
1011	mature	There was a large squad of people present.
1014	youthful	It was a great place for lovebirds to go on dates to take pictures and watch the ocean.
1020	youthful	They turned this room entirely into an office.
1026	youthful	There was a beautiful village in the valley
1027	mature	One evening we ate at a restaurant beside a lake and enjoyed a beautiful sunset and a delicious meal.
1029	youthful	Jan loves to tell jokes.
1030	youthful	He gave the coconut a tour of his hometown.
1031	youthful	And near the sea, a dog slept to the sound of the sea.
1032	mature	Katie was never impressed.
1033	youthful	Tanner decides to join a train club locally.
1035	youthful	The rainy day made the girl happy.
1039	youthful	Who can go wrong with such a massive Star Wars collection right at their fingertips, ready for supernova purchases?!
1041	youthful	Her friends, most of them, like to hear her jokes.
1045	youthful	There is a lot of leisure activities to do.
1046	mature	The university was proud to have its first graduation and it turned out to be the largest in history.
1047	mature	The attendees seemed interested in what was being discussed.
1056	mature	The remainder of his team were super and went on a sober spree of celebration
1057	youthful	Angie and Carla are finally seeing each other after 5 years.
1062	mature	The troop was reunited with their families and were so happy
1063	youthful	The lavish mansions had glorious gardens.
1064	youthful	The weathering building was standing tall.
1065	mature	The reaction to the hot sauce resulted in a rushed trip to ER when we noticed the swelling.
1066	youthful	A couple of signs advertise.
1068	mature	The mascot put on quite a show between innings!
1069	mature	It is a very remote location.
1072	mature	This looks like it might have beena castle or a fortress in the past.
1073	mature	By the time they left that night they realized that plastics could be harmful or useful depending upon how they chose to use them.
1082	mature	There was a lot of food.
1087	mature	The lone tree picture looked like a good place to rest if you were tired or just wasting time.
1090	youthful	The lead guitarist opened the set, and got the crowd's attention away from their drinks by jamming.
1092	mature	Only one of the hikers attended the concert of medieval music at the end of the day.
1095	mature	The guys mood changed when a hot looking girl in a hat came in.
1096	youthful	The ladies were ready with their graduation outfits.
1097	youthful	People gather to view the intricate floats.
1098	youthful	When we whipped out our food, they stared at us.
1099	mature	I went through the woods, behind the old house, and looked at the trees that looked so different in summer and spring, though I love them at all times.
1100	youthful	At night the buildings were so lit up.
1103	mature	But she was determined to finish the race.
1105	youthful	The game was arranged by true organization
1110	youthful	Some people thought their jeans were super trending I guess.
1113	youthful	I like to bake bread.
1114	mature	In time, he was ready to hit the water.
1115	youthful	A family reunion is taking place at a bowling alley.
1117	mature	Rushing creeks splash their way down the mountains.
1120	youthful	When the day is over, I am sad to put my bike away.
1122	youthful	They walked around town in their costumes.
1123	mature	In school I studied art.
1131	youthful	They love playing at the park.
1133	youthful	My sons wore their new pajamas
1134	mature	She rode out into the country.
1135	mature	It's a parade to celebrate the fact we are all alive.
1136	youthful	The students laughed at his funny stories.
1138	youthful	Two people gets their pictures taken while standing inside a Sherlock Holmes and Watson cutout.
1141	mature	The breakfast menu in the inn was wonderful.
1147	youthful	The groom began to exchange his vows to his stunning bride and all was well with the world as they locked in their rings for eternity.
1148	mature	Many people attended the themed celebration at the Senior Center.
1152	youthful	IT IS A NICE BULIDINGS
1153	youthful	Next one of our friends went up and began to sing.
1154	youthful	Then they all saluted.
1156	youthful	Earlier, from the road I could hardly hop out of the car fast enough to get to the lake.
1157	youthful	Men would get intoxicated quickly and would enjoy themselves regardless.
1158	youthful	IT IS A ANIMAL
1161	youthful	The winner got a barrel of whisky.
1162	youthful	There was a lot of pace.
1167	youthful	Especially since the town was industrial, the wind seemed even more biting.
1169	youthful	Diane and Joe both went as vampires.
1170	mature	The table contained painted items the kids had made.
1171	youthful	The collective community was celebrating my birthday with a delicious cake.
1172	mature	I walked, fed the gulls, took pictures of the scenery and had an amazing time.
1173	youthful	It looks like a sweet house, I might check it out
1174	youthful	They played some unique tunes on the electric guitar.
1181	mature	The street sign was perfect for our photos.
1182	youthful	The swing was probably one of my favorites.
1184	mature	We spent the day together and enjoyed my prepared meal early, after which we went out to a concert at night.
1186	youthful	the boat is taking off
1189	mature	I hurried to get in my car because of the snow.
1190	mature	Look at that pink fire hydrant!
1191	youthful	this is a ride
1193	mature	Everyone paid attention to the toy store clerk.
1195	mature	Until October when we where able to purchase our House.
1196	youthful	We passed a dentist's office.
1197	youthful	He loved to look at all the fish.
1198	mature	There is, of course, a ton of preparation to get ready, but there are always volunteers that know how to plan the event.
1199	youthful	THE MAN WAS STANDING
1200	youthful	Today we celebrated a month of dating.
1201	mature	It seemed strange to travel the bike trail alone.
1203	youthful	They stopped by the beach to play.
1204	youthful	IT IS A DOG
1208	mature	The berries made a nice pop of color against the snow.
1211	mature	I think it's 'cause he was trying to figure out if he really saw a pink poodle!
1212	youthful	Well dressed people are attending a graduation.
1213	youthful	It was a perfect day on the farm near the mountains and sea.
1214	youthful	Not many fish were caught.
1215	mature	As I looked around, I noticed different families and people of different ages.
1217	youthful	They had been working on the movie together for awhile and had become a squad of good friends.
1218	mature	Some light houses sit on rocky ground.
1221	mature	She loved the wool sweater we gave her.
1222	mature	The drummers led the parade while the band was playing behind them.
1225	youthful	at the end of the night they watched fireworks
1228	youthful	The man liked to kayak by himself.
1231	youthful	The lighthouse was by the sea off the pier.
1232	youthful	Next we see a baby cow and it's so cuuuute.
1234	mature	After that, we took in a performance.
1240	youthful	He was hoping to run a lot of laps because it would mean he raised a lot of money for charity.
1242	youthful	Everyone was having a good time.
1245	mature	We took pictures with one relative we had not seen in a while.
1246	mature	One person looked for recycling materials
1247	mature	We passed beautiful palm trees, and grazing cattle, and other California sights to see, but no houses with kitchen gods.
1252	youthful	Watching the parade, the parents loved to see the delight in their kids eyes
1254	mature	And ofcourse we can't miss the jugglers,and hope they don't fall flat.
1256	mature	The bus was finally there to get her.
1258	mature	Everyone starts the evening at the bar with some tasty drinks.
1259	mature	The Arconsanti is an amphitheater.
1261	youthful	The judges were ready.
1262	mature	On the outside window it has an eye catching picture.
1269	youthful	We pretty much all stuck together.
1270	youthful	Once it was ready to serve we sat down with friends and family.
1271	youthful	I left for the weekends to support my uncle
1274	mature	I have no idea what that was that just went down the street in a wagon.
1276	mature	They meet up with their friends a the local watering hole and before you know it, there's a party.
1277	mature	I am so glad that we got an early start and it is not so hot out here.The sun is flitting thru the trees. I
1279	youthful	These two girls were having fun at these festivities.
1283	mature	I don't know, Maude, but they look kind of happy to me.
1284	youthful	Finally, the event was ready to start in the stadium.
1287	youthful	This was proably the worst hit I've experienced by another driver.
1288	youthful	The male and female drilled in the ice to made a hole.
1290	mature	We got small samples of many different dishes.
1294	youthful	You could see there were some prime parking locations.
1296	youthful	IT IS A COLOURFUL LIGHTS
1306	mature	Everyone posed with a smile for the picture!
1308	mature	The employee works with the doctor and ranked staff services.
1310	mature	I threw a ruined penny into the fountain.
1311	youthful	People began to arrive shortly after the last plate was set, sharply at 7:00 PM.
1314	youthful	They could all dance and hop around without tripping
1319	youthful	When i arrived there were people in the lot and inside.
1320	youthful	A girl looks at a magazine.
1321	mature	The lodging looks very cozy and nice.
1323	youthful	They explored the abandoned building.
1325	mature	At least we got to park our car under the carport,when it rained
1326	mature	The boys were excited to have a chance to dress like pirates.
1328	youthful	This sign is for a casual restaurant.
1330	mature	this is a event
1332	youthful	When people's students walked across the stage they took pictures.
1333	youthful	This parade arrived outside the Mayor's hall.
1335	mature	How proud they were as Luke was awarded his diploma.
1338	youthful	My favorite car was a golden car with eagle on the hood.
1339	mature	Baking with Grandma is a great bonding experience.
1343	youthful	This one is impressionistic.
1347	youthful	This is a map of the nearby hiking trails.
1350	mature	Next, we learned that there was a house nearby where Confederate soldiers hid after a local battle to evade capture.
1351	youthful	I don't know why we had to jump a fence.
1352	youthful	The kitchen crew worked hard to prepare dinner.
1353	mature	The kids enjoy playing with their toys.
1354	youthful	We took a family photo to remember the wonderful night we had with him.
1355	mature	There were people of all races there.
1357	youthful	Here comes the marching band.
1360	youthful	I gave him a candy cane for helping me.
1363	youthful	IT IS ALSO A SEA
1364	youthful	They had a huge family and would bring all of them along on the trips.
1367	mature	So I decided to leave our home to take a trip and go to where the map was from.
1368	mature	The time has finally arrived to go.
1370	mature	He was so surprised and happy when his children from America came to his birthday party.
1373	mature	What a beautiful day for my cousins nuptials;the church is quaint and small.
1376	mature	Then I saw a few crabs walking up to claim their turf.
1377	youthful	On the streets, people were busy.
1378	youthful	He liked to take the time to lay in the pool and just relax.
1382	youthful	We decided to watch the parade.
1384	mature	During the afternoon we took our time studying the details of the different buildings.
1386	youthful	She cried at the wedding not out of happiness but out of bitterness of being tied down.
1387	mature	With more lights and the cityscape, you cannot help but to feel the spirit.
1388	youthful	After the speech passed, the military men were given their awards.
1389	mature	They had refreshments you could buy and enjoy.
1390	mature	What a beautful day to visit the shore;sky is bluer than blue
1391	youthful	The doors would not open until 9 pm sharp.
1392	mature	We also had asparagus, my favorite veggies.
1394	youthful	Our class has alot of diversity .
1395	youthful	All night, people were taking pictures of the wedding.
1396	mature	My dream was broken when the rattle of the wagon wheels turned into a golf cart coming to take me to the big house.
1399	youthful	The Seagulls were loving the weather.
1401	youthful	He was going as fast as he could.
